id,image_name,question,task,difficulty,question_type,hpto1_1_rating,cogvlm2_rating,glm4v_rating
95,yanlin_vu_5.png,What behavior is being simulated in this picture?,vu,difficult,subjective,2.0,2.0,2.0
96,yanlin_vu_6.png,How many circles are there?,vu,easy,subjective,2.0,2.0,1.0
97,yanlin_vu_6.png,How many red circles and blue circles are there?,vu,medium,subjective,1.0,1.0,1.0
98,yanlin_vu_7.png,What are these?,vu,difficult,subjective,2.0,4.0,4.0
99,yanlin_vu_7.png,What is special about these expressions?,vu,difficult,subjective,2.0,4.0,4.0
100,yanlin_vu_7.png,"What is the meaning of the expression in the third row, second column?",vu,difficult,subjective,3.0,5.0,1.0
101,xzx_vu_1.png,How many circles are there in the image?,vu,easy,subjective,5.0,5.0,2.0
102,xzx_vu_1.png,What color is the biggest circle in the image?,vu,medium,subjective,5.0,5.0,2.0
103,xzx_vu_1.png,What color is the smallest circle in the image?,vu,medium,subjective,5.0,5.0,4.0
104,xzx_vu_2.jpg,How many different shapes are there in the image?,vu,easy,subjective,5.0,5.0,5.0
105,xzx_vu_2.jpg,Which shape is in blue color?,vu,medium,subjective,5.0,5.0,3.0
106,xzx_vu_2.jpg,Which color is the triangle?,vu,medium,subjective,5.0,5.0,3.0
107,xzx_vu_3.png,How may numbers are there in the image?,vu,easy,subjective,2.0,2.0,2.0
108,xzx_vu_3.png,How many numbers are marked in blue in the image?,vu,easy,subjective,5.0,5.0,2.0
109,xzx_vu_3.png,What is the biggest number in the image?,vu,easy,subjective,5.0,5.0,1.0
110,xzx_vu_4.png,How many apples are there in the image?,vu,medium,subjective,2.0,2.0,1.0
111,xzx_vu_5.jpg,How many balls are there in the image?,vu,medium,subjective,2.0,2.0,2.0
112,xzx_vu_5.jpg,Which color is the most numerous in the image?,vu,easy,subjective,5.0,5.0,4.0
113,xzx_vu_6.png,What is unusual about this image?,vu,medium,subjective,5.0,5.0,2.0
114,xzx_vu_7.jpg,What is unusual about this image?,vu,difficult,subjective,4.0,5.0,1.0
115,xzx_vu_7.jpg,How many colors of trains in the image?,vu,difficult,subjective,2.0,2.0,2.0
116,yanlin_math_1.jpg,what is the next number,math,easy,subjective,5.0,2.0,2.0
117,yanlin_math_2.png,what is the answer,math,medium,subjective,2.0,2.0,2.0
118,yanlin_math_3.jpg,what is the answer,math,easy,subjective,5.0,5.0,5.0
119,yanlin_math_4.jpg,what is the answer,math,easy,subjective,5.0,5.0,5.0
120,yanlin_math_5.jpg,what is the answer,math,medium,subjective,1.0,2.0,1.0
121,xzx_math_1.png,Answer the math problem in the image.,math,medium,subjective,5.0,5.0,1.0
122,xzx_math_2.jpg,Answer the math problem in the image.,math,easy,subjective,1.0,2.0,5.0
123,xzx_math_3.png,Is the equation in the image correct?,math,easy,subjective,1.0,5.0,4.0
124,xzx_math_4.png,Answer the math problem in the image.,math,difficult,subjective,1.0,1.0,1.0
125,xzx_math_5.png,What's the total area of the regions marked in yellow?,math,difficult,subjective,1.0,1.0,1.0
126,pc_math_1.png,Can you figure out what number should be fill into this 2 boxes?,math,easy,subjective,4.0,2.0,1.0
127,pc_math_2.png,Can you figure out what number should be fill into this 2 brankets?,math,medium,subjective,2.0,5.0,2.0
128,pc_math_3.png,Can you figure out what number should be fill into this 2 boxes?,math,medium,subjective,1.0,4.0,4.0
129,pc_math_4.png,"The area of ​​each small square is 1cm^2, so what is the area of ​​triangle ABC?",math,medium,subjective,2.0,2.0,1.0
130,pc_math_5.png,"The area of ​​each small square is 1cm^2,what is the are of this figure 3",math,difficult,subjective,2.0,2.0,2.0
131,pc_math_6.png,Fill in the numbers in the circles so that the sum of the three numbers on each side of the triangle is 9.,math,medium,subjective,2.0,2.0,2.0
132,pc_math_7.png,Solve this equation,math,easy,subjective,2.0,2.0,2.0
133,pc_math_8.png,Solve this question,math,medium,subjective,5.0,5.0,1.0
134,pc_math_9.png,Solve the 2 question in the figure,math,medium,subjective,1.0,2.0,1.0
135,pc_math_10.png,"These are some easy math question, please solve it one by one",math,easy,subjective,2.0,2.0,2.0
136,pc_math_11.png,Choose the correct answer,math,easy,subjective,2.0,2.0,2.0
137,pc_math_12.png,Solve the question in the figure,math,difficult,subjective,2.0,2.0,2.0
138,pc_math_13.png,"Choose the correct answer, and explain the reason",math,medium,subjective,2.0,5.0,2.0
139,pc_math_14.png,"Choose the correct answer, and explain the reason",math,difficult,subjective,1.0,1.0,2.0
140,pc_math_15.png,"Choose the correct answer, and explain the reason",math,difficult,subjective,1.0,1.0,1.0
141,pc_math_16.png,"Choose the correct answer, and explain the reason",math,difficult,subjective,1.0,1.0,1.0
142,pc_math_17.png,What is the area of ​​the shaded portion?,math,difficult,subjective,1.0,2.0,2.0
143,pc_math_18.png,What is the value of x?,math,medium,subjective,1.0,1.0,2.0
144,pc_math_19.png,Solve the question in the figure,math,medium,subjective,1.0,2.0,1.0
145,pc_math_20.png,Choose the correct answer,math,medium,subjective,1.0,2.0,1.0
146,pc_math_21.png,Choose the correct answer,math,medium,subjective,1.0,1.0,1.0
