xzx_cap_4.png,What is this animal?,medium,,
xzx_cap_5.png,Describe the photo,medium,,
pc_cap_1.png,List all the items in this figrue,Easy,,
pc_cap_2.png,What's the doctor's name in this bill?,Easy,,
pc_cap_3.png,What is the hopital of this examination?,Easy,,
pc_cap_4.png,What are the men in the picture doing?,Easy,,
pc_cap_5.png,describe the image,medium,,
pc_cap_6.png,Extract information and determine what type of image this is most likely to be,Difficult,,
pc_cap_7.png,Describe the workflow ,difficult,,
pc_cap_8.png,What probably is the man doing in the image?,Medium,,
pc_cap_9.png,describe the image,Easy,,
pc_cap_10.png,Can you describe the image and tell what's the joke of this?,difficult,,
pc_cap_11.png,describe the image,Easy,,
pc_cap_12.png,describe the image,Easy,,
pc_cap_13.png,What recipes are included in this noddle?,Medium,,
pc_cap_14.png,describe the image,Medium,,
pc_cap_15.png,describe the image,Medium,,
pc_cap_16.png,describe the image,Medium,,
pc_cap_17.png,describe the image,difficult,,
pc_cap_18.png,describe the image,Easy,,
pc_cap_19.png,describe the image,Medium,,
pc_cap_20.png,describe the image,Medium,,
yanlin_VU_1.jpg,How many people are on the track?,easy,,
yanlin_VU_1.jpg,In which row of the runner would probably win the race?,Difficult,,
yanlin_vu_2.jpg,spot three differences,difficult,,
yanlin_vu_3.jpg,How many geese are in the picture?,easy,,
yanlin_vu_3.jpg,How many goslings are there?,medium,,
yanlin_vu_4.jpg,What is special about this tree?,medium,,
yanlin_vu_5.png,How many circles and how many squares are there?,medium,,
yanlin_vu_5.png,how many colors are there in the image,medium,,
yanlin_vu_5.png,What behavior is being simulated in this picture?,difficult,,
yanlin_vu_6.png,How many circles are there?,easy,,
yanlin_vu_6.png,How many red circles and blue circles are there?,medium,,
yanlin_vu_7.png,What are these?,difficult,,
yanlin_vu_7.png,What is special about these expressions?,difficult,,
yanlin_vu_7.png,"What is the meaning of the expression in the third row, second column?",difficult,,
xzx_vu_1.png,How many circles are there in the image?,easy,,
xzx_vu_1.png,What color is the biggest circle in the image?,medium,,
xzx_vu_1.png,What color is the smallest circle in the image?,medium,,
xzx_vu_2.jpg,How many different shapes are there in the image?,easy,,
xzx_vu_2.jpg,Which shape is in blue color?,medium,,
xzx_vu_2.jpg,Which color is the triangle?,medium,,
xzx_vu_3.png,How may numbers are there in the image?,easy,,
xzx_vu_3.png,How many numbers are marked in blue in the image?,easy,,
xzx_vu_3.png,What is the biggest number in the image?,easy,,
xzx_vu_4.png,How many apples are there in the image?,medium,,
xzx_vu_5.jpg,How many balls are there in the image?,medium,,
xzx_vu_5.jpg,Which color is the most numerous in the image?,easy,,
xzx_vu_6.png,What is unusual about this image?,medium,,
xzx_vu_7.jpg,What is unusual about this image?,difficult,,
xzx_vu_7.jpg,How many colors of trains in the image?,difficult,,
yanlin_math_1.jpg,what is the next number,easy,,
yanlin_math_2.png,what is the answer,medium,,
yanlin_math_3.jpg,what is the answer,easy,,
yanlin_math_4.jpg,what is the answer,easy,,
yanlin_math_5.jpg,what is the answer,medium,,
xzx_math_1.png,Answer the math problem in the image.,medium,,
xzx_math_2.jpg,Answer the math problem in the image.,easy,,
xzx_math_3.png,Is the equation in the image correct?,easy,,
xzx_math_4.png,Answer the math problem in the image.,difficult,,
xzx_math_5.png,What's the total area of the regions marked in yellow?,difficult,,
pc_math_1.png,Can you figure out what number should be fill into this 2 boxes?,Easy,,
pc_math_2.png,Can you figure out what number should be fill into this 2 brankets?,Medium,,
pc_math_3.png,Can you figure out what number should be fill into this 2 boxes?,Medium,,
pc_math_4.png,"The area of ​​each small square is 1cm^2, so what is the area of ​​triangle ABC?",Medium,,
pc_math_5.png,"The area of ​​each small square is 1cm^2,what is the are of this figure 3",difficult,,
pc_math_6.png,Fill in the numbers in the circles so that the sum of the three numbers on each side of the triangle is 9.,Medium,,
pc_math_7.png,Solve this equation,Easy,,
pc_math_8.png,Solve this question,Medium,,
pc_math_9.png,Solve the 2 question in the figure,Medium,,
pc_math_10.png,"These are some easy math question, please solve it one by one",Easy,,
pc_math_11.png,Choose the correct answer,Easy,,
pc_math_12.png,Solve the question in the figure,Difficult,,
pc_math_13.png,"Choose the correct answer, and explain the reason",Medium,,
pc_math_14.png,"Choose the correct answer, and explain the reason",Difficult,,
pc_math_15.png,"Choose the correct answer, and explain the reason",difficult,,
pc_math_16.png,"Choose the correct answer, and explain the reason",difficult,,
pc_math_17.png,What is the area of ​​the shaded portion?,Difficult,,
pc_math_18.png,What is the value of x?,Medium,,
pc_math_19.png,Solve the question in the figure,Medium,,
pc_math_20.png,Choose the correct answer,Medium,,
pc_math_21.png,Choose the correct answer,Medium,,
